transaction_id,user_id,date,type,amount,category,description,merchant,location,balance_after
3d85de89-c217-4429-8e20-07247d137018,1,2025-09-02,debit,18012,Education,School Fees,"Alvarez, Joseph and West",North Kellyfurt,313734.31695127964
560c95ee-638c-454c-876e-2bba7c5308bf,1,2025-09-05,credit,271874,Income,POS Inflow,"Shelton, Powell and Martin",Calhounside,314465.47910005634
dc8aee30-be60-43f7-a8be-9288e5af6e39,1,2025-09-06,credit,56588,Income,Business Income,Cole-Walton,Katiehaven,314158.9184339152
dc33e1f9-4c1f-45ab-b156-29eee893be3d,1,2025-09-06,credit,64207,Income,POS Inflow,"Branch, Torres and Oliver",Port Jaredborough,309547.2166778824
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,1,2025-09-08,debit,7852,Others,Airtime Purchase,Walker-Jones,Port Anthonybury,308837.1039939124
709b7d97-464c-44af-bd3f-3799a07295e9,1,2025-09-10,debit,37408,Utilities,Electricity Bill,Reeves and Sons,Matthewside,315767.4279602907
92f5df7b-0323-4342-9f6a-8f931a432f0a,1,2025-09-10,debit,44202,Transport,Ride Hailing,Harrison-Alexander,North Johnny,317058.82965597394
f96b648a-0ba6-4ab9-8639-447b2067bdac,1,2025-09-14,debit,36151,Shopping,Clothing,Tran Ltd,Lake Miranda,315090.8968652168
2f65fafa-b0ae-4f08-831e-dbbcf36cb62b,1,2025-09-15,debit,58466,Others,Airtime Purchase,Robinson Group,Jennyhaven,315435.31940739846
d52721e7-19bc-443e-bb02-bebb48729a4d,1,2025-09-20,credit,212928,Income,Loan Disbursement,Phillips LLC,West Alexis,310158.19756108103
0758e201-561e-46d1-a105-716bab0e664e,1,2025-09-22,debit,62339,Shopping,Online Shopping,Rosales-White,West Lauren,315489.1889322252
ef04e57d-cdcc-433a-a943-4aa096fc734d,1,2025-09-23,credit,106708,Income,Transfer from Friend,Coleman PLC,Lake Edward,317777.2215557367
a9f25336-83f4-49a9-88a6-39d015b52908,1,2025-09-26,debit,74856,Transport,Public Transport,"Harvey, Davis and Crane",Lake Lance,310916.9731435855
986f9025-8f15-4a58-bce6-850487f8424d,1,2025-09-27,debit,44312,Others,Airtime Purchase,Dodson-Vance,Rivasside,308207.0551716446
2af43ab7-5e6f-4a07-8453-6f1d41992fdf,1,2025-09-30,debit,43824,Utilities,Internet Subscription,"Lawson, Adkins and Wilson",West Daniel,312708.14144106914
94e0d3ba-a9f9-48b2-8e63-84bb3e493f43,1,2025-09-30,debit,66080,Shopping,Electronics,Kennedy-Schmidt,Barajasside,314559.17604135274
bbda0242-2d17-4fc9-af7c-15ea272a6d8e,1,2025-10-01,debit,68654,Health,Health Insurance,"Sheppard, Nelson and Morton",Marshallshire,309418.5037533887
4f2d4796-81d2-47de-8ce1-eb90e6697833,1,2025-10-02,debit,62794,Food,Restaurant,"Ortiz, Powell and Phillips",East Robert,317510.40508061275
cdda24ba-2d06-48cf-b805-f9076cd66193,1,2025-10-08,credit,196330,Income,Loan Disbursement,"Holmes, Williams and Wright",South Dennismouth,309623.1410274278
527eecfa-a79a-49aa-9b4e-2c249479e1e6,1,2025-10-09,debit,43649,Health,Clinic Visit,Ramos-Lowe,Leonburgh,308778.86211958306
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,1,2025-10-11,debit,30989,Education,School Fees,Riggs PLC,South Robertshire,309643.15599599
10ba58e3-d276-4bdc-9d34-d08e7a4c75d4,1,2025-10-16,debit,7922,Entertainment,Music Streaming,Vasquez-Ray,East Edwardshire,310739.83085668006
b82c9074-afd5-4ea5-89d7-fd6cce777f00,1,2025-10-22,debit,58065,Entertainment,Gaming,"Mclaughlin, Gonzalez and Reynolds",Cindyville,308594.65876449103
746cdb77-1fa3-42e8-895c-cd9943b38eb4,2,2025-07-26,credit,224439,Income,Refund,Chambers-Chambers,Carsonstad,248661.29636015164
3ce915e7-c9d6-463b-8a3c-6f5f5bb5c40c,2,2025-07-26,debit,1836,Transport,Car Maintenance,"Morris, Thompson and Williams",Foxland,252387.5710933935
6553867d-a881-4fd3-947d-577bfa5a91ca,2,2025-07-27,credit,145599,Income,Refund,Smith-Grimes,New Julieport,247597.8649199657
39c1e262-f76c-4ede-8110-12662408a6dc,2,2025-08-01,debit,30625,Education,School Fees,"Ramsey, Whitney and Coffey",Christopherfurt,243242.8151068392
bf5ae7e6-53a3-4d5a-8b8c-5bdce8dd5e5a,2,2025-08-02,debit,27708,Food,Restaurant,Thompson-Anderson,Alyssaview,251058.78091849672
22bae10e-899c-4782-a323-6d1a3c1bdacc,2,2025-08-03,debit,34225,Entertainment,Music Streaming,Chavez-Santiago,Matthewsberg,244149.9166111805
066803ee-78b2-4549-bbdb-c09eacc216a0,2,2025-08-04,credit,124152,Income,POS Inflow,"Henson, Hoffman and Herman",Lake Bryan,247581.9807678052
54fd9ad3-9716-408e-b721-69bb80962718,2,2025-08-06,debit,48524,Entertainment,Gaming,Sawyer Group,New Reneetown,249220.69194848865
11906f50-3488-4a46-9088-2eafc9776598,2,2025-08-06,debit,75158,Others,Transfer to Friend,"Clark, Robinson and Kane",Kimtown,248028.0979298355
90e0a95b-697c-4923-87fa-841a3e83b91f,2,2025-08-08,debit,12004,Others,Airtime Purchase,"Sparks, Jackson and Miller",Harveybury,244091.4904231477
d918b3e5-f2f2-4eef-9f45-dbfdf7dc67e0,2,2025-08-12,debit,42300,Others,Airtime Purchase,Davis-Lewis,North Kristinbury,245660.61989836505
3c71e0be-f357-4560-b1d7-966571818dcf,2,2025-08-15,credit,68122,Income,Refund,Garcia-Jennings,Bruceview,243362.84487042265
0f44704f-1247-4a4e-a469-98e8d39e198b,2,2025-08-19,debit,14900,Food,Groceries,Sparks PLC,Scottmouth,247142.2729566614
b9de7a3a-4868-42b9-80a8-1de9d20f87d0,2,2025-08-19,debit,35314,Others,Miscellaneous,Monroe-Carpenter,Grimesmouth,249657.8296407576
fcce96f6-250a-4578-bbe9-4499dbc080fd,2,2025-08-20,debit,22798,Entertainment,Cinema,Fernandez and Sons,Lake Michelleberg,250429.94386792596
6778043b-c5c5-437a-b85e-06a11dad09b2,2,2025-08-25,debit,33911,Transport,Fuel Refill,"Bryan, Smith and Booth",Gutierrezborough,245179.4992302018
f8140102-7de1-4dfe-9072-5b5ca2814044,2,2025-09-05,debit,15889,Food,Restaurant,Harrison Group,Manuelville,243889.4672790992
e746ccb9-4ca9-4f07-b1aa-0f6a2a96e1e2,2,2025-09-06,debit,1209,Others,Miscellaneous,Williams Inc,Michaelchester,252600.00098217028
3b70b3a1-24a3-4cf2-9549-c931e9af299d,2,2025-09-11,debit,62934,Entertainment,Music Streaming,Little-Stevens,Port Stevenport,242900.02451700624
d5b077e0-6a5d-432b-85ff-2c83b495db4e,2,2025-09-12,credit,270105,Income,POS Inflow,Baird-Sanchez,South James,244255.85251119107
7f9d3e64-c1a6-423b-9f64-eeed5c9d927d,2,2025-09-13,credit,244679,Income,Loan Disbursement,"Ramos, Williams and Adams",West Samuel,248309.08202615185
8d4a75b8-551a-48ea-985a-0afa7bfdcc12,2,2025-09-15,debit,31781,Utilities,Water Bill,"Bennett, Cantu and Kane",New Patrick,249586.1472770064
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,2,2025-09-18,credit,138668,Income,POS Inflow,Stone-Ramos,Howardshire,247726.71327927147
22f235f2-e11b-468d-bf0d-073d821c1336,2,2025-09-21,credit,224550,Income,POS Inflow,Hill Group,Sarahhaven,251945.50149800733
af34cf65-a193-44b2-bc19-e71d118405ad,2,2025-09-22,credit,257217,Income,Business Income,Bright-Francis,Goodville,252747.3637924741
a5769411-a0a1-4839-a745-770418dfbc3c,2,2025-09-23,credit,186923,Income,Salary Payment,Parker Group,New Michaelberg,244750.11531308768
da330aa1-541c-4fcd-9a0d-4a5f148f8b74,2,2025-09-26,credit,70505,Income,Loan Disbursement,"Villarreal, James and Stewart",Brennanton,250943.65227790445
711533f3-12e8-4d10-a871-17338beddb12,2,2025-09-28,debit,68557,Transport,Ride Hailing,Huerta-Evans,Vaughnmouth,252668.78668817927
f1533ae8-670a-4c5c-b321-bf214dd8eb85,2,2025-09-29,credit,182552,Income,Business Income,Mason-Snyder,New Billchester,252290.13670373076
f920264c-0763-4cd0-9f15-c7b67c16128d,2,2025-09-30,debit,69143,Others,Airtime Purchase,"Lynch, Allen and Moore",New Rickybury,248445.26863611143
a79fbfaf-def5-4689-a8f4-5bce24e75e8e,2,2025-10-03,debit,73179,Health,Health Insurance,Jones LLC,Cindyfurt,247345.058630779
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,2,2025-10-04,credit,287976,Income,Business Income,Perez Ltd,Port Emilyview,243815.12577994552
cd4b69a9-9b68-4c88-bae9-09fecc8218da,2,2025-10-08,debit,31610,Entertainment,Cinema,Robinson-Lee,Ericaberg,246979.42340999088
4d5c55c7-b379-4b1e-a8cd-a0cc76da3ca0,2,2025-10-12,debit,75951,Shopping,Electronics,"Ortiz, Taylor and Shah",Wendyville,247585.4401758613
d31edf1a-e9ff-4cae-81c8-ca8c2a1f955a,2,2025-10-13,debit,1357,Transport,Fuel Refill,Coffey-Phillips,Lindamouth,251748.78200676947
f27292b6-7621-42ed-9d0b-c9bde9b5c5cf,2,2025-10-14,credit,234101,Income,Refund,Holland and Sons,Cantuport,252422.6053419298
627b41a1-ffd6-4232-b2ff-e2944d57d880,2,2025-10-15,debit,10679,Food,Restaurant,Rodriguez-James,Baileyport,246734.031839384
b194990b-6961-429e-946e-035a292bd156,2,2025-10-16,credit,290129,Income,Refund,Roberts-Landry,South Christopherview,244444.8204774393
517400f8-0b2c-482a-a928-8e92c68a152f,2,2025-10-16,debit,51996,Health,Pharmacy,"Kennedy, Mcintyre and James",South Tammie,250323.8940901632
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,2,2025-10-18,credit,276913,Income,Loan Disbursement,Gilbert-Crosby,Antoniostad,245071.54240292223
c32d4526-b3e4-410a-85f5-0c522e2fbf77,3,2025-07-27,credit,30055,Income,POS Inflow,Dorsey-Bell,Port Douglas,455107.9155455258
4f76e388-12fe-48bf-81e0-d4895a18e2a3,3,2025-07-30,credit,130258,Income,Transfer from Friend,Hayes-Brown,Chaseland,454150.31799665536
bd21bc11-be9d-41ee-98b8-72456e8f75a1,3,2025-08-03,debit,9721,Transport,Fuel Refill,Cain-Hawkins,Elizabethchester,459974.9857767133
822c4d32-6c64-4c15-aba3-01cba561e1e9,3,2025-08-03,credit,93990,Income,Business Income,Smith-Parker,West Stacey,453080.1536607505
55d596af-a663-42cd-b6f6-dbf1d6d441cc,3,2025-08-03,credit,151391,Income,Transfer from Friend,Taylor LLC,Hortonberg,451618.1072872703
279c658a-3676-4ce5-81e5-c9f693f277cc,3,2025-08-04,debit,15496,Education,School Fees,"Olson, Boone and Bell",Dannyview,453784.2012869369
530ac1c7-b8ba-4368-8fc7-77685ebbcca5,3,2025-08-09,debit,45212,Others,Airtime Purchase,"Carlson, Ware and Moore",Lake Christophermouth,459526.4486880602
75c8e90d-9e3d-450d-b296-d9f0cd2372c2,3,2025-08-10,credit,296333,Income,Salary Payment,"Gillespie, Davis and Richard",South Brianna,452147.8383580846
25b8a42f-836b-45c7-a7c2-25da73069588,3,2025-08-20,debit,64016,Food,Groceries,Davis-Lozano,Wilkersontown,455672.4171089621
569f3ab3-c643-4300-a8a5-1c68632dbb5e,3,2025-08-21,debit,20078,Health,Pharmacy,"Harper, Mccormick and Holland",West Codyfurt,453548.0870584919
a8149562-da00-4f16-b946-9bcf4082cbb9,3,2025-08-21,credit,186158,Income,Transfer from Friend,"Marks, Cook and Aguilar",West Kyle,450207.8396939202
07f97d05-f6ca-4b8b-a4b1-f99175424646,3,2025-08-23,credit,211296,Income,Transfer from Friend,Lutz Group,Parksfort,454734.600726895
4140752c-aa44-4259-9001-8b7b6d4067f4,3,2025-08-24,credit,215504,Income,Loan Disbursement,Mckay-Mcdaniel,Jonesland,456118.2317755515
c012a0ff-f0ed-4303-aa53-c19cdfa4bb9f,3,2025-08-28,credit,56850,Income,Transfer from Friend,Parrish-Griffith,Carolinestad,456871.8073834785
a53bc024-d1a6-4d87-b54e-2019ba35844e,3,2025-08-28,credit,68186,Income,Salary Payment,Young and Sons,Jamesberg,459546.4177330138
5fbbf0b1-8083-49c8-a57e-01c90da23e5c,3,2025-09-03,credit,242500,Income,Refund,Hughes Inc,Jeffreymouth,458352.1191981197
83639007-5cae-4610-872c-1fe372c22a16,3,2025-09-09,credit,235017,Income,Business Income,"Rodriguez, Gordon and Dougherty",Lake Kristahaven,451241.9331628644
23377bbc-fffe-47c8-b9fe-b99c31274148,3,2025-09-10,debit,76786,Health,Health Insurance,Jones Inc,Lake Matthewberg,454219.56104539504
3f6c21f7-0a05-47f0-ac2c-d22ba56895c6,3,2025-09-11,credit,272836,Income,POS Inflow,"Kim, Gonzales and Mills",West Nathan,452992.0857019328
4f6e274b-deda-4027-a550-f74a1422373f,3,2025-09-13,debit,24903,Food,Groceries,"Morgan, Cook and Jackson",New Williamstad,459746.1501631487
8f0881ee-8011-416b-bae8-8926b423ccde,3,2025-09-14,credit,248299,Income,Salary Payment,"Drake, Jones and Hensley",South Andrewland,457342.4747139029
fe9fecaa-6182-4347-933f-5a72b64fa54a,3,2025-09-16,debit,37172,Others,Miscellaneous,"Schmidt, Chavez and Jacobs",Port Jacquelineside,452407.3007101004
d85c16bd-6dda-4f8d-8ea6-0f4c39e58ff0,3,2025-09-18,credit,298376,Income,POS Inflow,"Villegas, Cardenas and Austin",New Sarahview,454050.65832038375
2e4bebc4-2989-4880-a77d-1be96070b6a1,3,2025-09-20,credit,247186,Income,Loan Disbursement,"Wise, Lamb and Martin",Williamsstad,459291.0262364653
7674456f-626d-419d-81cf-325298159d6c,3,2025-09-22,debit,6310,Others,Airtime Purchase,"Spencer, Conner and Huang",Stoutshire,453456.95374825975
52bdc661-9fe0-48c7-bc8d-5b93a2a2e91f,3,2025-09-25,credit,271778,Income,Transfer from Friend,"Stewart, Gonzales and Harrison",Laurashire,453154.6668782315
8df661da-5f07-41a5-9fc6-20ce7b07fd31,3,2025-09-25,debit,29505,Food,Snacks,Dawson PLC,West Christopherburgh,451422.9653809308
bdb025ff-2451-45a4-91d0-59b26699cd99,3,2025-09-26,credit,136877,Income,POS Inflow,"Bonilla, Davis and Moreno",Barnesmouth,452333.5417518969
79c2d2e4-9ae1-4991-924f-93ff30307633,3,2025-09-26,debit,77739,Health,Pharmacy,"Hernandez, Brown and Garcia",Toniland,452455.0067731346
2102f9c9-6457-4bc4-a981-b098b2cf952d,3,2025-09-26,debit,8022,Shopping,Electronics,"Fletcher, Miller and Hansen",Lisahaven,456936.67644836777
7129cec7-9b69-454d-bc54-535f6c8c3b6a,3,2025-09-27,debit,2957,Health,Pharmacy,Nelson-Fischer,West Russellport,457449.64516352606
86e52753-7c93-46cc-97d7-a560adb14670,3,2025-09-28,debit,3476,Shopping,Electronics,"Parker, Walker and Joyce",North Jamesborough,450432.6148793828
71b701aa-f836-4571-bcce-c76cb836c448,3,2025-09-28,debit,56491,Others,Airtime Purchase,"Mitchell, Goodman and Cole",West Tammy,450846.7300755484
e63658c9-12d0-498d-b18d-4d05e8e22743,3,2025-10-02,credit,70050,Income,Transfer from Friend,Morris and Sons,East Joshuashire,454324.8030441769
73991a47-6e19-4042-b70b-c063dd90e79e,3,2025-10-02,credit,146262,Income,Salary Payment,Gutierrez Group,Perryville,457725.0108876386
2d5972c6-134a-4a2f-a7cf-705cc257cf73,3,2025-10-06,debit,40002,Entertainment,Music Streaming,"Snyder, Webster and Wolf",Maldonadoshire,456055.7010509428
4a193501-4169-49fc-83a0-0c6f2321d1e1,3,2025-10-07,credit,25169,Income,POS Inflow,Wilson-Jimenez,Thompsonfurt,459125.0255181065
6b2d5b09-8707-4ad4-80be-7e3561c2645a,3,2025-10-08,debit,23289,Entertainment,Cinema,Montoya PLC,Port John,456415.37626338296
31ab0b56-d5c9-4dc7-a76a-dca978116802,3,2025-10-09,debit,7373,Entertainment,Gaming,Gregory-Hudson,Murrayport,456519.678013552
92ca525a-6de5-4332-9364-f3d05024bdc6,3,2025-10-16,debit,1509,Others,Miscellaneous,Mckinney-Butler,South Andrewmouth,458299.4722361736
ad973b67-9b89-45cb-9942-644c248d31ec,4,2025-07-28,debit,66134,Education,School Fees,Johnson-Jones,Michaelshire,41032.207703972985
732e2016-add7-42c9-a747-b93c9ae77eab,4,2025-07-28,debit,1232,Shopping,Electronics,Watson-Hines,New Michael,43117.97618487835
93a74792-c561-48dc-a436-4fcdf2d3f761,4,2025-07-29,debit,32384,Shopping,Clothing,Curtis-Wang,Montgomerytown,40926.94555050015
8fd33afc-91fd-4a4f-8d18-ab95668c8477,4,2025-07-29,debit,48568,Utilities,Water Bill,Cox LLC,South Williamside,46370.41769018379
752a7d25-f190-4b7e-86b4-69efb74eba93,4,2025-07-31,debit,77696,Transport,Car Maintenance,Carter Inc,North Leslie,47675.939513234414
d284f54e-febe-40db-9a3a-61036e3c4532,4,2025-08-01,credit,128690,Income,Refund,Gardner LLC,North Markport,46053.46242424554
b43bd27f-42a2-49a6-8664-12854303cbc1,4,2025-08-05,debit,30346,Shopping,Electronics,Lewis-Carr,Gonzalezberg,45412.35942597885
56ab087a-8bc7-4e81-9a30-45280b599562,4,2025-08-06,credit,204523,Income,Refund,"Thompson, Maxwell and Marshall",Welchberg,43654.29808309669
39b86bb2-b596-4a7c-af4a-fa885299e505,4,2025-08-09,debit,1373,Utilities,Water Bill,Meza-Stone,Meghanview,44560.034991641296
46426c45-8d03-417a-b4d3-75c1a29319fa,4,2025-08-13,debit,47794,Transport,Public Transport,Weber PLC,New Danielleshire,49074.009961171454
cac4d0eb-3373-430e-bc31-a5971f119c0f,4,2025-08-15,credit,147208,Income,Refund,Young Group,West Angelastad,39329.85494726885
18c8a616-2410-4e9a-bf77-9cae7318b96d,4,2025-08-19,debit,52199,Shopping,Online Shopping,Roberts Group,Wrightburgh,47568.743765110965
1b84edc3-d8e0-49de-8217-ea0e896490ab,4,2025-08-21,credit,50490,Income,Salary Payment,Anderson-Baker,Kathrynstad,45463.70792214545
ae2e9af9-9f8c-429f-bd35-0c5fd3479a3b,4,2025-08-21,debit,79975,Shopping,Clothing,"Wilson, Hester and Long",Angelastad,47624.144344073895
6d15f16f-b7b8-41a5-9a45-693d7227890e,4,2025-08-23,debit,9573,Education,Books,Norris LLC,Williamsstad,42974.237622442015
d0be73ee-fd37-4539-a5f2-02f983f02dc7,4,2025-08-24,credit,293619,Income,Loan Disbursement,"Kennedy, Johnson and Lucas",Michaelton,42118.1762314262
f5e4a471-3fe6-4c9c-8758-367ba6499cdc,4,2025-08-24,debit,26709,Utilities,Internet Subscription,Johnson and Sons,Holmesside,44484.910847908606
586a346a-dc5b-47d1-bcef-1972bbf483ce,4,2025-08-25,debit,8001,Shopping,Online Shopping,Anderson-Wood,West Johnville,41331.68136037171
b12b6680-7f07-4cb9-afd3-40c0f945f2fd,4,2025-08-26,credit,160162,Income,Refund,Richardson-Salinas,Lauriechester,46589.90591127776
750565f5-9f70-4368-8b3c-f8caa3925731,4,2025-09-03,debit,73238,Transport,Fuel Refill,Rodriguez Group,Lake Zacharybury,48469.17309701909
2138afe0-8d38-4bd8-bba6-abf7cdbcc653,4,2025-09-08,debit,9122,Transport,Fuel Refill,"Henson, Jones and Sanders",Foxchester,44066.565412149546
9b33e3a4-2620-49a9-b4fd-33d184f2fd0f,4,2025-09-08,debit,13597,Shopping,Electronics,"Taylor, Velazquez and Flores",Ewingport,41152.97678797431
4a27ebf2-8baa-4744-a08d-d21be3954cb1,4,2025-09-11,credit,183348,Income,Transfer from Friend,"Frye, Webb and Ballard",Evansland,46644.351725962704
64ab851b-f1fa-46e7-970d-750705eee1d4,4,2025-09-11,credit,207451,Income,Salary Payment,"Bryant, Allen and Aguilar",North Juanfort,41484.190968382565
fd034ada-c952-4185-81e0-3a5e8b48f496,4,2025-09-14,credit,181012,Income,Salary Payment,"Spencer, Myers and Harrison",Zavalaview,40603.76620682463
871c0884-9bdf-40f2-ba2c-0f19f0b2a5d1,4,2025-09-16,debit,53729,Transport,Public Transport,Rodriguez-Roberts,Davidbury,44483.92126194687
4cc9f5f2-e42e-4037-8a55-2ea08acbbe09,4,2025-09-16,debit,66525,Food,Supermarket,Joseph Ltd,Port Michael,41098.20431014337
9fddde2e-a8a2-47ad-abd3-cdcd27794685,4,2025-09-19,credit,49063,Income,Business Income,"Winters, Morgan and Bradshaw",Port Michelleland,43063.101863641496
827c9f8c-d40a-45e9-81df-6517561c9210,4,2025-09-20,credit,99086,Income,Business Income,"Burns, Hart and Wells",West Markville,44222.8593256602
a3b442bd-4649-4296-af58-42c3ff86cc31,4,2025-09-22,credit,170650,Income,POS Inflow,Jones Ltd,Coxburgh,39439.83142041954
f75d1e3c-c48d-4650-ae95-22d696792482,4,2025-09-25,debit,68975,Entertainment,Gaming,Reynolds Inc,New Ericburgh,41313.723967065336
6a662fce-7089-4c6d-a877-f5d90f5675f8,4,2025-09-29,credit,138809,Income,Refund,Marshall-Peterson,West Michelle,46972.36095695837
0066853d-6de2-49a1-8a90-cd0c24c173b9,4,2025-10-02,debit,15008,Entertainment,Event Ticket,"Gomez, Duncan and Lopez",New Theresaland,48849.46935817276
114b9547-c9dc-42b8-9b6a-810204287378,4,2025-10-05,debit,74920,Entertainment,Cinema,Allen-Sandoval,Port Bonniemouth,45883.4242651748
9d8776a0-72d7-4bdd-b817-99ffb49e04cc,4,2025-10-06,debit,69669,Utilities,Electricity Bill,Bullock Inc,Jasonberg,40222.88009237494
8255da61-9a3b-4319-b2f5-751024eeb4a6,4,2025-10-06,debit,20614,Education,School Fees,Porter-Williams,Lake Mason,43670.32050629327
b89bdf7f-93e3-4c35-af0a-573d53d2d56d,4,2025-10-11,debit,24542,Utilities,Water Bill,Lee-Moore,Jimenezport,41745.25898376285
f8ede0ca-2015-4a72-92e1-53a6932cae01,4,2025-10-12,credit,71819,Income,Refund,Day-Cole,Davidside,41930.36797502998
e60fd420-2c33-450c-b3b9-11d812f5131a,4,2025-10-15,debit,71139,Education,School Fees,"Wallace, Miller and Fleming",Elizabethland,43888.806908713705
1fdd980a-45f1-4619-94f9-0429a7de02cc,4,2025-10-17,credit,46921,Income,Refund,Kim-Ross,Klinefurt,44373.00388346151
4b86b5a1-ca6f-4ff8-964c-fbd2bc92fd81,5,2025-07-26,debit,77061,Food,Snacks,"Craig, Lee and Carr",Wilcoxhaven,160985.27738759242
1c221cea-b355-46a5-b2bd-92f29293f705,5,2025-07-28,debit,52217,Food,Groceries,Smith LLC,Hernandezborough,155953.75805733187
105291d3-b34c-4c73-9833-0b306c776e95,5,2025-07-29,debit,26957,Utilities,Water Bill,"Mcknight, Michael and Jones",Johnsonchester,157618.5373657612
6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d,5,2025-07-30,debit,16871,Others,Transfer to Friend,"Moreno, Price and Scott",Deborahmouth,161682.40222395957
4e8adc4b-7724-4041-9e43-fbd2aaf407f7,5,2025-07-31,debit,26636,Entertainment,Music Streaming,Sullivan PLC,Hannahport,157874.29405583753
0fcf601f-1cb9-473a-906d-5c8cead08c89,5,2025-08-01,credit,212301,Income,Transfer from Friend,"Leach, Harris and Herrera",West Melissa,159618.5566713885
78ef7666-b7a4-4719-948e-1f6b69ce1e4e,5,2025-08-03,debit,38397,Transport,Fuel Refill,Maldonado and Sons,New Tiffanyburgh,155553.8623932804
963a8617-bdab-47e7-9d9d-028e1bf645f6,5,2025-08-07,credit,65142,Income,Salary Payment,Sanchez Ltd,Lake Jesse,155009.05272697142
a43afb7a-c40d-4874-a2ab-7752c4db5a62,5,2025-08-11,debit,16300,Food,Restaurant,"Brewer, Fisher and Haney",Westfurt,158594.8924939972
bdd151b0-f64a-46ec-b0a5-648eefe9b3d0,5,2025-08-14,debit,18153,Entertainment,Cinema,Burgess Group,Lake Cassandra,162908.2316763908
937bf79b-bb44-4adc-aa98-fef8d0d75e37,5,2025-08-16,debit,26120,Transport,Car Maintenance,Ray-Barton,Joelberg,163239.08731886797
705fddf5-66fa-4ca0-8b53-1932bd9419aa,5,2025-08-17,credit,64191,Income,POS Inflow,Fernandez Inc,New Victoria,161443.830458841
4690fb15-27b6-48dc-989d-ecb075eb89c2,5,2025-08-18,debit,55079,Health,Health Insurance,Pineda Ltd,North Lisachester,160681.56753101217
c0f63229-725d-4259-bc4b-1eec6231ee73,5,2025-08-19,debit,51960,Food,Snacks,Finley-Turner,West Desireebury,154415.21718470493
edaf3766-1b78-4ede-9a4f-fc0c9165f2ed,5,2025-08-22,debit,57501,Utilities,Water Bill,Mitchell-Hays,Smallberg,161851.7410017439
186b2880-ab54-4a15-a69d-01ff1634725b,5,2025-08-25,credit,224332,Income,Business Income,Holden Group,Sharitown,154285.65458740015
f5159494-3818-4fd3-b889-936a9d5817e8,5,2025-08-29,debit,33081,Transport,Ride Hailing,Mendoza Group,Robertside,160728.15619327102
